0.3     588651  491579
0.1     504782  476473
0.03    478486  473351
0.01    474736  472707
0.003   472701  472217
0.001   472490  472288
0.0003  472403  472288
0.0001  474429  474396
0.00003 498394  494956
0.00001 668399  582551
